Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Log Votes,Rating Score,Popularity Score,Performance Score,Performance Segment,Digital Adoption,Value Score,Performance_Normalized,Value_Normalized,Popularity_Normalized,Digital_Score,Opportunity Score,Customer Engagement Segment,Customer Opportunity
6310470,Guevarra's,162,San Juan City,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Addition Hills,"Addition Hills, San Juan City",121.0335917,14.59345,Filipino,1000.0,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,458,6.129050210060545,0.7741935483870965,0.5877040574920913,0.6995977520290945,High Performer,One Service,0.8415631056126578,0.6749078474963408,0.7737831633685126,0.5877040574920913,0.5,0.6608935071326913,High Engagement,Customer Favorite
6314605,Sodam Korean Restaurant,162,San Juan City,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Little Baguio,"Little Baguio, San Juan City",121.03811,14.59889,Korean,700.0,Botswana Pula(P),No,No,No,No,3,4.3,Green,Very Good,223,5.41164605185504,0.8064516129032255,0.4944169994715403,0.6816377675305514,High Performer,Neither,0.8642562517583317,0.6541332385614589,0.8061847590085656,0.4944169994715403,0.0,0.5696854610933884,High Engagement,Customer Favorite
18185059,Cafe Arabelle,162,Santa Rosa,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","Nuvali, Don Jose, Santa Rosa","Nuvali, Don Jose, Santa Rosa, Santa Rosa",121.05704,14.237082,"Cafe, American, Italian, Filipino",800.0,Botswana Pula(P),No,No,No,No,3,3.6,Yellow,Good,29,3.4011973816621555,0.5806451612903225,0.2329899647959225,0.4415830826925625,Hidden Gem,Neither,0.7061542353011717,0.3764580434130389,0.5804444595261835,0.2329899647959225,0.0,0.3524916460116031,Moderate Engagement,Hidden Potential
18182702,Nonna's Pasta & Pizzeria,162,Santa Rosa,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Solenad 3, Don Jose, Santa Rosa","Solenad 3, Don Jose, Santa Rosa, Santa Rosa",121.0565874,14.23767897,"Italian, Pizza",850.0,Botswana Pula(P),No,No,No,No,3,4.0,Green,Very Good,72,4.290459441148391,0.7096774193548385,0.3486244232666853,0.5652562209195773,High Performer,Neither,0.796458065782269,0.5195127928547352,0.7093815483376524,0.3486244232666853,0.0,0.4643688266537901,Moderate Engagement,Customer Favorite
6318213,Balay Dako,162,Tagaytay City,"Aguinaldo Highway, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.951589,14.101834,Filipino,1200.0,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,211,5.356586274672012,0.8709677419354835,0.4872573467570654,0.7174835838641163,High Performer,One Service,0.9092300404402728,0.6955966828278959,0.8703989717897778,0.4872573467570654,0.5,0.67702999987811,High Engagement,Customer Favorite
18255654,Hobing Korean Dessert Cafe,162,Taguig City,"Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","BGC Stopover Pavillion, Bonifacio Global City","BGC Stopover Pavillion, Bonifacio Global City, Taguig City",121.045878,14.55436,"Cafe, Korean, Desserts",600.0,Botswana Pula(P),No,No,No,No,2,4.5,Dark Green,Excellent,118,4.77912349311153,0.8709677419354835,0.4121674502294373,0.687447625253065,High Performer,Neither,0.9094550424090402,0.6608535963748141,0.8707202327891745,0.4121674502294373,0.0,0.5749483186138247,Moderate Engagement,Customer Favorite
6308205,Wildflour Cafe + Bakery,162,Taguig City,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City",Bonifacio Global City,"Bonifacio Global City, Taguig City",121.04622,14.549337,"Cafe, Bakery, American, Italian",1500.0,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,392,5.973809611869261,0.8387096774193548,0.5675174743437024,0.7302327961890938,High Performer,One Service,0.8865368942945993,0.7103439060396235,0.8379973761497252,0.5675174743437024,0.5,0.6885230748275262,High Engagement,Customer Favorite
6315438,NIU by Vikings,162,Taguig City,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.053725,14.545858,"Seafood, American, Mediterranean, Japanese",3000.0,Botswana Pula(P),Yes,No,No,No,4,4.7,Dark Green,Excellent,535,6.284134161070802,0.9354838709677418,0.6078702711534927,0.8044384310420422,High Performer,One Service,0.953716324856552,0.7961787821754966,0.9339171190722976,0.6078702711534927,0.5,0.7554117637138116,High Engagement,Customer Favorite
6310406,The Food Hall by Todd English,162,Taguig City,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0534998,14.54565535,"American, Asian, Italian, Seafood",1800.0,Botswana Pula(P),Yes,No,No,No,4,4.5,Dark Green,Excellent,618,6.428105272684596,0.8709677419354835,0.6265914359094851,0.7732172195250842,High Performer,One Service,0.9090050384715056,0.7600646942267766,0.8700777107903812,0.6265914359094851,0.5,0.7273642433983831,High Engagement,Customer Favorite
6600681,Chez Michou,30,Bras�_lia,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Bras�_lia",Asa Norte,"Asa Norte, Bras�_lia",-47.88178889,-15.76414167,"Fast Food, French",55.0,Brazilian Real(R$),No,No,No,No,2,3.0,Orange,Average,6,1.9459101490553128,0.3870967741935482,0.0437528897776421,0.2497592204271858,Needs Improvement,Neither,0.5709497417779824,0.1545722325836852,0.387397567758306,0.0437528897776421,0.0,0.17907012968731,Low Engagement,Low Engagement
6601005,Caf�� Daniel Briand,30,Bras�_lia,"SCLN 104, Bloco A, Loja 26, Asa Norte, Bras�_lia",Asa Norte,"Asa Norte, Bras�_lia",-47.88266667,-15.7775,Cafe,30.0,Brazilian Real(R$),No,No,No,No,1,3.8,Yellow,Good,9,2.302585092994046,0.6451612903225805,0.0901328219387797,0.4231499029690602,Hidden Gem,Neither,0.7516042781503369,0.3551360817925698,0.6453386747561185,0.0901328219387797,0.0,0.3359257954419909,Low Engagement,Hidden Potential
6600292,Casa do Biscoito Mineiro,30,Bras�_lia,"SCLN 210, Bloco D, Loja 36/48, Asa Norte, Bras�_lia",Asa Norte,"Asa Norte, Bras�_lia",-47.88213611,-15.75747222,Bakery,45.0,Brazilian Real(R$),No,No,No,No,2,3.7,Yellow,Good,11,2.4849066497880004,0.6129032258064515,0.1138408552035696,0.4132782775652988,Hidden Gem,Neither,0.7290180079398274,0.3437174106165771,0.6130896780907789,0.1138408552035696,0.0,0.3269961681837495,Low Engagement,Hidden Potential
6600441,Maori,30,Bras�_lia,"CLN 110, Bloco D, Loja 28, Asa Norte, Bras�_lia",Asa Norte,"Asa Norte, Bras�_lia",-47.88816667,-15.75883333,Brazilian,60.0,Brazilian Real(R$),No,No,No,No,3,3.8,Yellow,Good,11,2.4849066497880004,0.6451612903225805,0.1138408552035696,0.4326331162749762,Hidden Gem,Neither,0.7515930280518985,0.3661054703180696,0.6453226117061486,0.1138408552035696,0.0,0.3445018691638828,Low Engagement,Hidden Potential
6600970,Pizza �� Bessa,30,Bras�_lia,"SCS 214, Bloco C, Loja 40, Asa Sul, Bras�_lia",Asa Sul,"Asa Sul, Bras�_lia",-47.91566667,-15.83116667,Pizza,50.0,Brazilian Real(R$),No,No,No,No,2,3.2,Orange,Average,11,2.4849066497880004,0.4516129032258063,0.1138408552035696,0.3165040840169116,Needs Improvement,Neither,0.6161129071169693,0.2317771121091143,0.4518821752140102,0.1138408552035696,0.0,0.239454812843107,Low Engagement,Low Engagement
6600379,Sushi Loko,30,Bras�_lia,"SCS 213, Bloco C, Loja 35, Asa Sul, Bras�_lia",Asa Sul,"Asa Sul, Bras�_lia",-47.91566667,-15.831,Japanese,80.0,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,10,2.3978952727983707,0.4193548387096772,0.1025264025608873,0.2926234642501613,Needs Improvement,Neither,0.5935210118572407,0.2041540071550374,0.4196251470236858,0.1025264025608873,0.0,0.2178467271235462,Low Engagement,Low Engagement
6600214,Beirute,30,Bras�_lia,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Bras�_lia",Asa Sul,"Asa Sul, Bras�_lia",-47.9075,-15.82,Arabian,90.0,Brazilian Real(R$),No,No,No,No,3,3.7,Yellow,Good,8,2.19722457733622,0.6129032258064515,0.0764323541831533,0.3983148771571322,Hidden Gem,Neither,0.7290011327921699,0.3264089996966829,0.6130655835158241,0.0764323541831533,0.0,0.3134492957852168,Low Engagement,Hidden Potential
6601218,New Koto,30,Bras�_lia,"SCS 212, Bloco B, Loja 26, Asa Sul, Bras�_lia",Asa Sul,"Asa Sul, Bras�_lia",-47.91016667,-15.82733333,Japanese,200.0,Brazilian Real(R$),No,No,No,No,4,3.7,Yellow,Good,5,1.791759469228055,0.6129032258064515,0.02370803326479,0.3772251487897869,Hidden Gem,Neither,0.7289598824312293,0.3020141646449029,0.6130066856659349,0.02370803326479,0.0,0.2943485699784545,Low Engagement,Hidden Potential
6600083,Villa Tevere,30,Bras�_lia,"CLS 115, Bloco A, Loja 2, Asa Sul, Bras�_lia",Asa Sul,"Asa Sul, Bras�_lia",-47.92366667,-15.83133333,Italian,150.0,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,12,2.5649493574615367,0.7419354838709675,0.1242491426792665,0.4948609473942871,Hidden Gem,Neither,0.8193012132404544,0.4380854242247352,0.7419973179773032,0.1242491426792665,0.0,0.4007789224077016,Low Engagement,Hidden Potential
6601515,Rovereto,30,Bras�_lia,"Rua 13 Norte, Lote 4, �guas Claras, Bras�_lia",�guas Claras,"�guas Claras, Bras�_lia",-48.019,-15.83716667,Pizza,100.0,Brazilian Real(R$),No,No,No,No,4,3.1,Orange,Average,9,2.302585092994046,0.4193548387096772,0.0901328219387797,0.2876660320013182,Needs Improvement,Neither,0.5935135117916152,0.1984196638821219,0.4196144383237059,0.0901328219387797,0.0,0.2133577782436103,Low Engagement,Low Engagement
6601361,Buena Carne,30,Bras�_lia,"Avenida Arauc��rias, 1325, Loja 19, �guas Claras, Bras�_lia",�guas Claras,"�guas Claras, Bras�_lia",-48.01909167,-15.839775,"Bar Food, Brazilian",60.0,Brazilian Real(R$),No,No,No,No,3,3.6,Yellow,Good,9,2.302585092994046,0.5806451612903225,0.0901328219387797,0.3844402255497053,Hidden Gem,Neither,0.7064317377293179,0.3103599623895846,0.5808406814254392,0.0901328219387797,0.0,0.3009047556517423,Low Engagement,Hidden Potential
6601602,Taco Pep,30,Bras�_lia,"Vila Malls, Avenida das Castanheiras, Lote 1060, �guas Claras, Bras�_lia",�guas Claras,"�guas Claras, Bras�_lia",-48.01666667,-15.83483333,"Mexican, Grill",100.0,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,29,3.4011973816621555,0.8064516129032255,0.2329899647959225,0.5770669536603044,Hidden Gem,Neither,0.8644812537270989,0.5331744613234866,0.8065060200079623,0.2329899647959225,0.0,0.4751608604247935,Moderate Engagement,Hidden Potential
6601589,Coco Bambu,30,Bras�_lia,"Bras�_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Bras�_lia","Bras�_lia Shopping, Asa Norte","Bras�_lia Shopping, Asa Norte, Bras�_lia",-47.889,-15.7865,International,230.0,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,17,2.8903717578961645,0.7741935483870965,0.1665651761219329,0.531142199481031,Hidden Gem,Neither,0.8418518581392425,0.4800525441758196,0.7741954483177385,0.1665651761219329,0.0,0.4335900601812449,Low Engagement,Hidden Potential
6601862,Tayp��,30,Bras�_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Bras�_lia",Lago Sul,"Lago Sul, Bras�_lia",-47.872359,-15.860621,"Peruvian, Latin American",100.0,Brazilian Real(R$),No,No,No,No,4,3.6,Yellow,Good,5,1.791759469228055,0.5806451612903225,0.02370803326479,0.3578703100801095,Hidden Gem,Neither,0.7064167375980668,0.2796261049434104,0.5808192640254795,0.02370803326479,0.0,0.2768565225907954,Low Engagement,Hidden Potential
6601595,Outback Steakhouse,30,Bras�_lia,"ParkShopping - Piso 2, SAI/SO, �rea 6580, Guar�� I, Bras�_lia","ParkShopping, Guar�� I","ParkShopping, Guar�� I, Bras�_lia",-47.95628333,-15.83451389,"American, Grill",150.0,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,10,2.3978952727983707,0.7096774193548385,0.1025264025608873,0.466817012637258,Hidden Gem,Neither,0.796720568079164,0.4056465444684702,0.7097563528369484,0.1025264025608873,0.0,0.3754084769272265,Low Engagement,Hidden Potential
6601158,Manzu��,30,Bras�_lia,"Pont��o Lago Sul, SHIS 10, Lote 9, Lago Sul, Bras�_lia","Pont��o Lago Sul, Lago Sul","Pont��o Lago Sul, Lago Sul, Bras�_lia",-47.87283333,-15.82566667,Seafood,240.0,Brazilian Real(R$),No,No,No,No,4,3.2,Orange,Average,6,1.9459101490553128,0.4516129032258063,0.0437528897776421,0.2884688978465405,Needs Improvement,Neither,0.6160416564935265,0.1993483519866701,0.4517804425642014,0.0437528897776421,0.0,0.2140566339201234,Low Engagement,Low Engagement
6600427,Coco Bambu,30,Bras�_lia,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Bras�_lia",Setor De Clubes Esportivos Sul,"Setor De Clubes Esportivos Sul, Bras�_lia",-47.8685,-15.819,International,230.0,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,30,3.4339872044851463,0.9999999999999998,0.2372537623627268,0.6949015049450906,Hidden Gem,Neither,0.9999163742682746,0.6694756213917095,0.9998822043002212,0.2372537623627268,0.0,0.58173188124971,Moderate Engagement,Hidden Potential
6600116,Gero,30,Bras�_lia,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Bras�_lia","Shopping Iguatemi, Lago Norte","Shopping Iguatemi, Lago Norte, Bras�_lia",-47.885812,-15.720118,Italian,350.0,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average,8,2.19722457733622,0.4838709677419353,0.0764323541831533,0.3208955223184224,Needs Improvement,Neither,0.6385810512938761,0.2368567608907126,0.4839625098546667,0.0764323541831533,0.0,0.2433750901047801,Low Engagement,Low Engagement
6601457,Brazilian American Burgers,30,Bras�_lia,"CLSN 301, Bloco C, Loja 86, Sudoeste, Bras�_lia",Sudoeste,"Sudoeste, Bras�_lia",-47.92102778,-15.79753056,"American, Burger",50.0,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good,9,2.302585092994046,0.5806451612903225,0.0901328219387797,0.3844402255497053,Hidden Gem,Neither,0.7064354877621307,0.3103599623895846,0.5808460357754293,0.0901328219387797,0.0,0.3009063619567393,Low Engagement,Hidden Potential
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,"Praia da Barra da Tijuca, Avenida L�_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",Barra da Tijuca,"Barra da Tijuca, Rio de Janeiro",-43.377,-23.0115,"Seafood, Bar Food, Brazilian",140.0,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,7,2.079441541679836,0.7096774193548385,0.0611165342852064,0.4502530653269856,Hidden Gem,Neither,0.7967243181119767,0.3864867546692745,0.7097617071869382,0.0611165342852064,0.0,0.3604221831473688,Low Engagement,Hidden Potential
7304307,Confeitaria Colombo,30,Rio de Janeiro,"Rua Gon�_alves Dias, 32, Centro, Rio de Janeiro",Centro,"Centro, Rio de Janeiro",-43.178826,-22.905293,"Desserts, Cafe",100.0,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,29,3.4011973816621555,0.9677419354838708,0.2329899647959225,0.6738411472086914,Hidden Gem,Neither,0.9773844795335508,0.6451147598309492,0.967710845709736,0.2329899647959225,0.0,0.5627014126129375,Moderate Engagement,Hidden Potential
7301215,Bibi,30,Rio de Janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.18669167,-22.97207222,"Juices, Healthy Food",60.0,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24,3.218875824868201,0.9354838709677418,0.2092819315311324,0.6450030951930981,Hidden Gem,Neither,0.9548188345035112,0.611757311603957,0.9354912979693408,0.2092819315311324,0.0,0.5366188347584137,Moderate Engagement,Hidden Potential
7300596,Cervantes,30,Rio de Janeiro,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.17583333,-22.96216667,"Beverages, Bar Food, Fast Food",90.0,Brazilian Real(R$),No,No,No,No,3,4.5,Dark Green,Excellent,29,3.4011973816621555,0.8709677419354835,0.2329899647959225,0.6157766310796591,Hidden Gem,Neither,0.9096462940824924,0.5779505807264715,0.8709933046386615,0.2329899647959225,0.0,0.510178687605048,Moderate Engagement,Hidden Potential
7300612,Amir,30,Rio de Janeiro,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.176,-22.96516667,Lebanese,170.0,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,11,2.4849066497880004,0.7741935483870965,0.1138408552035696,0.5100524711136858,Hidden Gem,Neither,0.8418743583361191,0.4556577091240397,0.7742275744176779,0.1138408552035696,0.0,0.4145166415594312,Low Engagement,Hidden Potential
7300704,TT Burger,30,Rio de Janeiro,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","Galeria River, Copacabana","Galeria River, Copacabana, Rio de Janeiro",-43.191,-22.98683333,Burger,60.0,Brazilian Real(R$),No,No,No,No,3,4.8,Dark Green,Excellent,19,2.995732273553991,0.9677419354838708,0.1802656438775592,0.6527514188413461,Hidden Gem,Neither,0.9773994796648018,0.6207199247791693,0.9677322631096956,0.1802656438775592,0.0,0.5436247813811297,Low Engagement,Hidden Potential
7300955,Braseiro da G��vea,30,Rio de Janeiro,"Pra�_a Santos Dumont, 116, G��vea, Rio de Janeiro",G��vea,"G��vea, Rio de Janeiro",-43.227042,-22.973507,"Brazilian, Bar Food",100.0,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,40,3.713572066704308,0.9999999999999998,0.2736093493288612,0.7094437397315444,Hidden Gem,Neither,0.9999651246948408,0.686296863122309,0.9999518108500904,0.2736093493288612,0.0,0.5949113152136075,Moderate Engagement,Hidden Potential
7300521,Balada Mix,30,Rio de Janeiro,"Rua An�_bal de Mendon�_a, 37, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.211425,-22.98520833,"Brazilian, Healthy Food, Juices, Pizza",90.0,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21,3.091042453358316,0.9032258064516124,0.1926592244996669,0.6189991736708342,Hidden Gem,Neither,0.9322269392437826,0.5816781486490994,0.9032342697790164,0.1926592244996669,0.0,0.513089477860823,Moderate Engagement,Hidden Potential
7300515,Garota de Ipanema,30,Rio de Janeiro,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.203,-22.98533333,"Brazilian, Bar Food",120.0,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,49,3.912023005428146,0.9999999999999998,0.2994147534699121,0.7197659013879647,Hidden Gem,Neither,0.9999576246292152,0.6982366769786161,0.9999411021501106,0.2994147534699121,0.0,0.6042481182815312,Moderate Engagement,Hidden Potential
